Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
11/08/2022 01:57:42.864	POWERPNT (0x5254)	0x3590	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.GracefulExit.GracefulAppExitDesktop","Flags":33777014402039809,"InternalSequenceNumber":28,"Time":"2022-11-08T01:57:42.864Z","Data.PreviousAppMajor":16,"Data.PreviousAppMinor":0,"Data.PreviousAppBuild":15726,"Data.PreviousAppRevision":20174,"Data.PreviousSessionId":"D88B7EA8-D171-49FA-94E6-B0C58886961F","Data.PreviousSessionInitTime":"2022-11-08T13:50:23.844Z","Data.PreviousSessionUninitTime":"2022-11-08T14:53:00.109Z","Data.SessionFlags":16777222,"Data.InstallMethod":0,"Data.OfficeUILang":1033,"Data.PreviousBuild":"Unknown","Data.EcsETag":"\"25qdhtr8+NXMkSG+hs9ijLS/0z0WOMhULWgGQQl2BU0=\"","Data.ProcessorArchitecture":"x64"}	
